Unnamed: 0,char,dialog,movie,dialog_length,word_count,sentiment,confidence,dominant_topic,topic_label
172,GANDALF,"  We do not come to treat with Sauron, faithless and accursed.    Tell your master this.  The armies of Mordor must disband.  He is to depart these lands, never to return.      ",The Return of the King ,177.0,30.0,NEGATIVE,0.9942052960395812,Topic 6,Hope & Courage
173,EOWYN,    Courage Merry. Courage for our friends.  ,The Return of the King ,45.0,6.0,POSITIVE,0.9998624324798584,Topic 5,Fear & Danger
174,GOTHMOG,"    Form ranks you maggots. Form ranks. Pikes in front, archers behind.     ",The Return of the King ,76.0,11.0,NEGATIVE,0.8136371374130249,Topic 1,War & Battle
175,THEODEN,"    Eomer, take your Eored down the left flank ",The Return of the King ,47.0,8.0,NEGATIVE,0.9296727180480956,Topic 6,Hope & Courage
176,EOMER,    Flank ready! ,The Return of the King ,17.0,2.0,POSITIVE,0.9941999912261964,Topic 8,Home & Peace
177,THEODEN,"    Gamling, follow the King's banner down the centre. Grimbold! Take your company right after you pass the wall. Forth and fear no darkness!     , Arise! Arise riders of Theoden. Spears shall be shaken, shields shall be splintered, a sword day, a red day ere the sun rises!! ",The Return of the King ,276.0,47.0,NEGATIVE,0.6750624179840088,Topic 2,Friendship & Loyalty
178,EOWYN,"    Whatever happens, stay with me. I'll look after you.  ",The Return of the King ,58.0,9.0,POSITIVE,0.9992138147354126,Topic 6,Hope & Courage
179,THEODEN,"    Ride now, ride now! Ride! Ride for ruin and the world's ending! DEATH! ",The Return of the King ,75.0,13.0,NEGATIVE,0.9991043210029602,Topic 7,Death & Sacrifice
180,ARMY,    DEATH!  ,The Return of the King ,12.0,1.0,NEGATIVE,0.9996730089187622,Topic 5,Fear & Danger
181,THEODEN,    DEATH!  ,The Return of the King ,12.0,1.0,NEGATIVE,0.9996730089187622,Topic 5,Fear & Danger
182,ARMY,    DEATH!  ,The Return of the King ,12.0,1.0,NEGATIVE,0.9996730089187622,Topic 5,Fear & Danger
183,THEODEN,    DEATH!  ,The Return of the King ,12.0,1.0,NEGATIVE,0.9996730089187622,Topic 5,Fear & Danger
184,THEODEN,    DEATH!  ,The Return of the King ,12.0,1.0,NEGATIVE,0.9996730089187622,Topic 5,Fear & Danger
185,MOUTH OF SAURON,  Aha!  Old Greybeard!  I have a token I was bidden to show thee.      ,The Return of the King ,71.0,13.0,POSITIVE,0.8085737228393555,Topic 1,War & Battle
186,PIPPIN,  Frodo!     ,The Return of the King ,13.0,1.0,POSITIVE,0.9916398525238036,Topic 8,Home & Peace
187,PIPPIN,  Frodo!     ,The Return of the King ,13.0,1.0,POSITIVE,0.9916398525238036,Topic 8,Home & Peace
188,GANDALF,  Silence!     ,The Return of the King ,15.0,1.0,NEGATIVE,0.9979479908943176,Topic 1,War & Battle
189,MERRY,  No!      ,The Return of the King ,11.0,1.0,NEGATIVE,0.997668206691742,Topic 1,War & Battle
190,GANDALF,  Silence!     ,The Return of the King ,15.0,1.0,NEGATIVE,0.9979479908943176,Topic 1,War & Battle
191,MOUTH OF SAURON,"  The Halfling was dear to thee I see.  Know that he suffered greatly at the hands of his host.  Who would've thought one so small could endure so much pain?  And he did Gandalf, he did.      ",The Return of the King ,192.0,36.0,POSITIVE,0.7418730854988098,Topic 7,Death & Sacrifice
192,ARAGORN,    You may go no further.  ,The Return of the King ,28.0,5.0,NEGATIVE,0.908658504486084,Topic 1,War & Battle
193,ARAGORN,You will not enter Gondor ,The Return of the King ,26.0,5.0,NEGATIVE,0.998011827468872,Topic 8,Home & Peace
194,BOSON,Who are you to deny us passage?  ,The Return of the King ,33.0,7.0,NEGATIVE,0.9845215678215028,Topic 3,The Ring & Power
195,ARAGORN,"Legolas, fire a warning shot past the boson's ear.  ",The Return of the King ,52.0,9.0,NEGATIVE,0.8850657343864441,Topic 3,The Ring & Power
196,GIMLI,Mind your aim. ,The Return of the King ,15.0,3.0,POSITIVE,0.7554252743721008,Topic 6,Hope & Courage
197,GIMLI,"Oh! , That's     it, right, we warned you! Prepare to be boarded!  ",The Return of the King ,67.0,12.0,NEGATIVE,0.9679530262947084,Topic 2,Friendship & Loyalty
198,MERCENARY,"Boarded, by you and whose army?  ",The Return of the King ,33.0,6.0,NEGATIVE,0.9910972118377686,Topic 6,Hope & Courage
199,EOWYN/MERRY,    DEATH!  ,The Return of the King ,12.0,1.0,NEGATIVE,0.9996730089187622,Topic 5,Fear & Danger
200,THEODEN,    Forth Eorlingas!  ,The Return of the King ,22.0,2.0,POSITIVE,0.9898624420166016,Topic 5,Fear & Danger
201,GOTHMOG,    FIRE! ,The Return of the King ,10.0,1.0,POSITIVE,0.992239236831665,Topic 1,War & Battle
202,MERRY,    DEEEEAAATH! ,The Return of the King ,16.0,1.0,NEGATIVE,0.9866211414337158,Topic 1,War & Battle
203,THEODEN,    CHAAAAARGE!  ,The Return of the King ,17.0,1.0,NEGATIVE,0.7483034133911133,Topic 1,War & Battle
204,GOTHMOG,    Fire at will!  ,The Return of the King ,19.0,3.0,POSITIVE,0.9920929074287416,Topic 1,War & Battle
205,DENETHOR,    Set a fire in our flesh!  ,The Return of the King ,30.0,6.0,POSITIVE,0.996865451335907,Topic 6,Hope & Courage
206,GANDALF,    Stay this madness!  ,The Return of the King ,24.0,3.0,POSITIVE,0.8979063034057617,Topic 6,Hope & Courage
207,DENETHOR,"    You may triumph in the field of battle for a day, but against the power that     has risen in the east, there is no victory!  ",The Return of the King ,130.0,25.0,NEGATIVE,0.99479079246521,Topic 3,The Ring & Power
208,DENETHOR,"    NOOOOOO, you will not take my son from me!  ",The Return of the King ,48.0,9.0,NEGATIVE,0.9915947318077089,Topic 4,Journey & Quest
209,PIPPIN,    NO! Aaahhh ,The Return of the King ,15.0,2.0,NEGATIVE,0.9978548884391784,Topic 1,War & Battle
210,DENETHOR,    Faramir!  ,The Return of the King ,14.0,1.0,NEGATIVE,0.9084491729736328,Topic 1,War & Battle
211,DENETHOR,    Aaaaaahhhh!  ,The Return of the King ,17.0,1.0,NEGATIVE,0.9120470881462096,Topic 1,War & Battle
212,GANDALF,"    So passes Denethor, son of Ecthelion.  ",The Return of the King ,43.0,6.0,POSITIVE,0.857513427734375,Topic 4,Journey & Quest
213,MOUTH OF SAURON, And who is this?  Isildur's heir?  It takes more to make a King than a broken Elvish blade.      ,The Return of the King ,98.0,18.0,NEGATIVE,0.9976056814193726,Topic 4,Journey & Quest
214,GIMLI,  I guess that concludes negotiations.      ,The Return of the King ,44.0,5.0,POSITIVE,0.9792409539222716,Topic 1,War & Battle
215,ARAGORN,     I do not believe it.  I will not.     ,The Return of the King ,43.0,8.0,NEGATIVE,0.9992770552635192,Topic 1,War & Battle
216,ARAGORN,This army.  ,The Return of the King ,12.0,2.0,POSITIVE,0.977299153804779,Topic 6,Hope & Courage
217,GOLLUM,In there.  ,The Return of the King ,11.0,2.0,POSITIVE,0.9985138773918152,Topic 1,War & Battle
218,FRODO, What is this place?  ,The Return of the King ,22.0,4.0,NEGATIVE,0.9895405173301696,Topic 5,Fear & Danger
219,GOLLUM,Master must go inside the tunnel.  ,The Return of the King ,35.0,6.0,POSITIVE,0.970708191394806,Topic 7,Death & Sacrifice
220,FRODO,Now that I'm here I don't think I want to.  ,The Return of the King ,44.0,10.0,NEGATIVE,0.9970027804374696,Topic 3,The Ring & Power
221,GOLLUM,It's the only way. Go in' or go back.  ,The Return of the King ,39.0,9.0,NEGATIVE,0.9960187077522278,Topic 8,Home & Peace
222,FRODO,I can't go back.  ,The Return of the King ,18.0,4.0,NEGATIVE,0.9906082153320312,Topic 1,War & Battle
223,FRODO,What's that smell. ,The Return of the King ,19.0,3.0,POSITIVE,0.8830499649047852,Topic 2,Friendship & Loyalty
224,GOLLUM,Orcses' filth. Orcses come in here sometimes.  ,The Return of the King ,47.0,7.0,NEGATIVE,0.9940713047981262,Topic 5,Fear & Danger
225,GOLLUM,Hurry! This way. ,The Return of the King ,17.0,3.0,NEGATIVE,0.9984766840934752,Topic 7,Death & Sacrifice
226,FRODO,Smeagol?  ,The Return of the King ,10.0,1.0,NEGATIVE,0.985566258430481,Topic 2,Friendship & Loyalty
227,GOLLUM,Over here.  ,The Return of the King ,12.0,2.0,POSITIVE,0.9830101132392884,Topic 1,War & Battle
228,FRODO,"Ah aah! Its sticky, what is it?  ",The Return of the King ,33.0,7.0,NEGATIVE,0.9995710253715516,Topic 2,Friendship & Loyalty
229,GOLLUM," You'll see. Oh yes, you     will see. ",The Return of the King ,39.0,7.0,POSITIVE,0.9998544454574584,Topic 7,Death & Sacrifice
230,EOMER,"  Drive them to the river. ,     ",The Return of the King ,33.0,6.0,POSITIVE,0.9985234141349792,Topic 6,Hope & Courage
231,THEODEN,"  Make safe the city.,     ",The Return of the King ,27.0,4.0,POSITIVE,0.9995126724243164,Topic 5,Fear & Danger
232,THEODEN,"  Re-form the line!  Re-form the line!,     ",The Return of the King ,44.0,6.0,NEGATIVE,0.9977003931999208,Topic 6,Hope & Courage
233,THEODEN,"  Sound the charge.  Take them head-on. Chaaarge! ,     ",The Return of the King ,56.0,8.0,POSITIVE,0.999448835849762,Topic 8,Home & Peace
234,ROHIRRIM,"  Cut him down! ,     ",The Return of the King ,22.0,4.0,NEGATIVE,0.9992269277572632,Topic 1,War & Battle
235,EOWYN,"  Take the reins, pull him left. ,  LEFT! ,     ",The Return of the King ,48.0,9.0,NEGATIVE,0.996487021446228,Topic 5,Fear & Danger
236,EOMER,"  Aim for the heads! ,     ",The Return of the King ,27.0,5.0,NEGATIVE,0.9921669960021972,Topic 1,War & Battle
237,THEODEN,"  Bring it down! Bring it down!  Bring it down!,     ",The Return of the King ,53.0,9.0,NEGATIVE,0.9943916201591492,Topic 8,Home & Peace
238,EOWYN,"  Merry! ,     ",The Return of the King ,15.0,2.0,POSITIVE,0.9997904896736144,Topic 2,Friendship & Loyalty
239,FRODO,Smeagol? (shouts) SMEAGOL! SMEAGOL!  ,The Return of the King ,37.0,4.0,NEGATIVE,0.8035886287689209,Topic 2,Friendship & Loyalty
240,FRODO,Sam.  ,The Return of the King ,6.0,1.0,POSITIVE,0.9910150170326232,Topic 3,The Ring & Power
241,SAM,Ow!  ,The Return of the King ,5.0,1.0,NEGATIVE,0.9866064190864564,Topic 1,War & Battle
242,GALADRIEL VOICEOVER,"And you Frodo Baggins, I give you the light of E'rendil, our most beloved star. , May it be a light for you in dark places, when all other lights go out.  ",The Return of the King ,155.0,32.0,POSITIVE,0.9981243014335632,Topic 6,Hope & Courage
243,FRODO,Aiya E'rendil Elenion Ancalim'  ,The Return of the King ,32.0,4.0,POSITIVE,0.9044831395149232,Topic 1,War & Battle
244,GOLLUM,"Naughty little fly. Why does he cry? ,Caught in a web. Soon     you'll be eaten.  ",The Return of the King ,82.0,15.0,NEGATIVE,0.9554470181465148,Topic 7,Death & Sacrifice
245,GOLLUM,Got away did it precious? Not this time. Not this time.     ,The Return of the King ,60.0,11.0,NEGATIVE,0.990170419216156,Topic 7,Death & Sacrifice
246,FRODO,NO! ,The Return of the King ,4.0,1.0,NEGATIVE,0.997668206691742,Topic 1,War & Battle
247,SMEAGOL,"It wasn't us. It wasn't us. ,Smeagol wouldn't hurt master. We promised. You must believe us. It was the precious. The precious made us do it.  ",The Return of the King ,143.0,26.0,POSITIVE,0.9990154504776,Topic 1,War & Battle
248,FRODO,"I have to destroy it Smeagol. , I have to destroy it for both our sakes.  ",The Return of the King ,74.0,16.0,NEGATIVE,0.9990043044090272,Topic 5,Fear & Danger
249,GOLLUM,"NO! , Aaaaaaaaa. ",The Return of the King ,17.0,3.0,NEGATIVE,0.9992141723632812,Topic 1,War & Battle
250,FRODO,I'm so sorry Sam.     I'm so sorry.  ,The Return of the King ,37.0,7.0,NEGATIVE,0.999553382396698,Topic 7,Death & Sacrifice
251,GIMLI,What kind of army would linger in such a place?  ,The Return of the King ,49.0,10.0,NEGATIVE,0.9815980195999146,Topic 6,Hope & Courage
252,LEGOLAS,"One that is cursed. Long ago the men of the mountains swore an oath to     the last King of Gondor , to come to his aid, to fight. But when     the time came, when Gondor's need was dire, they fled vanishing into the     darkness of the mountain. And so Isildur cursed them, never to rest until     they had fulfilled their pledge. Who shall call them from the grey twilight,     the forgotten people? The heir of him to whom the oath they swore. From the     North shall he come, need shall drive him. He shall pass the door to the     Paths of the Dead.  ",The Return of the King ,557.0,103.0,NEGATIVE,0.9761896133422852,Topic 3,The Ring & Power
253,GIMLI,The very warmth of my blood seems stolen away.  ,The Return of the King ,48.0,9.0,NEGATIVE,0.9943960905075072,Topic 2,Friendship & Loyalty
254,LEGOLAS,"The way is shut. It was made by those who are dead , and the dead keep it. The     way is shut.  ",The Return of the King ,97.0,22.0,NEGATIVE,0.9986754059791564,Topic 6,Hope & Courage
255,ARAGORN,Brego!  ,The Return of the King ,8.0,1.0,POSITIVE,0.9971816539764404,Topic 5,Fear & Danger
256,ARAGORN,I do not fear death! ,The Return of the King ,21.0,5.0,POSITIVE,0.9931422472000122,Topic 2,Friendship & Loyalty
257,GALADRIEL,"This task was appointed to you, Frodo of the Shire. If you do not find a     way, no one will.  ",The Return of the King ,96.0,20.0,NEGATIVE,0.9984921216964722,Topic 8,Home & Peace
258,EOMER,"The scouts report Minas Tirith is surrounded. The lower level's in flames. Everywhere, legions of the enemy advance.  ",The Return of the King ,118.0,18.0,POSITIVE,0.8329164981842041,Topic 3,The Ring & Power
259,THEODEN,Time is against us. Make ready! ,The Return of the King ,32.0,6.0,NEGATIVE,0.965707778930664,Topic 8,Home & Peace
260,EOWYN,"Take heart Merry. , It will soon be over ",The Return of the King ,41.0,9.0,NEGATIVE,0.9385806918144226,Topic 7,Death & Sacrifice
261,MERRY,"My lady. You are fair and brave and have much to live for    , and many who love you. I     know it is too late to turn aside. I know there is not much point now in     hoping. If I were a knight of Rohan capable of great deeds'but I'm not. I'm a Hobbit. And I know I can't save Middle Earth. I just want to help my friends; Frodo, Sam, Pippin. More than anything I wish I could see them again. ",The Return of the King ,395.0,82.0,POSITIVE,0.9976805448532104,Topic 5,Fear & Danger
262,EOMER,Prepare to move out!  ,The Return of the King ,22.0,4.0,POSITIVE,0.9996472597122192,Topic 1,War & Battle
263,THEODEN,Make haste. We ride through the night.  ,The Return of the King ,40.0,7.0,POSITIVE,0.9071027636528016,Topic 7,Death & Sacrifice
264,EOWYN,To battle ,The Return of the King ,10.0,2.0,NEGATIVE,0.8780729174613953,Topic 3,The Ring & Power
265,MERRY,To battle ,The Return of the King ,10.0,2.0,NEGATIVE,0.8780729174613953,Topic 3,The Ring & Power
266,GANDALF,Back to the gate! Hurry! ,The Return of the King ,25.0,5.0,NEGATIVE,0.997702658176422,Topic 7,Death & Sacrifice
267,GIMLI,"Well this is a thing unheard of. An elf will go underground, where a     dwarf dare not. Oh. Oh, I'd never hear the end of it.  ",The Return of the King ,128.0,26.0,NEGATIVE,0.98518568277359,Topic 1,War & Battle
268,THEODEN,We must ride light and swift. It is a long road ahead and man and beast     must reach the end with the strength to fight.  ,The Return of the King ,124.0,25.0,POSITIVE,0.9997326731681824,Topic 6,Hope & Courage
269,THEODEN,Little Hobbits do not belong in war Master Meriadoc.  ,The Return of the King ,54.0,9.0,NEGATIVE,0.9995753169059752,Topic 6,Hope & Courage
270,MERRY,All my friends have gone to battle. I would be ashamed to be left     behind.  ,The Return of the King ,79.0,15.0,NEGATIVE,0.969137728214264,Topic 5,Fear & Danger
271,THEODEN,It is a three-day gallop to Minas Tirith and none of my riders can bear     you as a burdon.  ,The Return of the King ,94.0,19.0,NEGATIVE,0.9987599849700928,Topic 5,Fear & Danger
272,MERRY, I want to fight! ,The Return of the King ,18.0,4.0,POSITIVE,0.9950780868530272,Topic 4,Journey & Quest
273,THEODEN,I will say no more.  ,The Return of the King ,21.0,5.0,NEGATIVE,0.9969249367713928,Topic 3,The Ring & Power
274,EOWYN,Ride with me!  ,The Return of the King ,15.0,3.0,POSITIVE,0.9997429251670836,Topic 7,Death & Sacrifice
275,MERRY,My lady!  ,The Return of the King ,10.0,2.0,POSITIVE,0.999231219291687,Topic 5,Fear & Danger
276,EOMER,"Form up, move out! Form up, move out!  ",The Return of the King ,39.0,8.0,POSITIVE,0.988324761390686,Topic 1,War & Battle
277,THEODEN, Ride! Ride now to Gondor. ,The Return of the King ,27.0,5.0,POSITIVE,0.9991185069084167,Topic 7,Death & Sacrifice
278,GIMLI,What is it? What do you see?  ,The Return of the King ,30.0,7.0,NEGATIVE,0.9612275958061218,Topic 1,War & Battle
279,LEGOLAS,I see shapes of men and of horses. ,The Return of the King ,35.0,8.0,POSITIVE,0.9888861179351808,Topic 4,Journey & Quest
280,GIMLI,Where?  ,The Return of the King ,8.0,1.0,NEGATIVE,0.9930404424667358,Topic 1,War & Battle
281,LEGOLAS,"Pale banners like shreds of cloud. , Spears rise     like winter thickets through a shroud of mist. The dead are following. They     have been summoned.  ",The Return of the King ,154.0,25.0,NEGATIVE,0.925089716911316,Topic 7,Death & Sacrifice
282,GIMLI," The dead?     Summoned? I knew that! Huh. Huh. , Very good. Very good. , Legolas!  ",The Return of the King ,84.0,15.0,POSITIVE,0.9998399019241332,Topic 1,War & Battle
283,ARAGORN,Do not look down.  ,The Return of the King ,19.0,4.0,POSITIVE,0.9918550252914428,Topic 8,Home & Peace
