Unnamed: 0,char,dialog,movie,dialog_length,word_count,sentiment,confidence
211,DENETHOR,    Aaaaaahhhh!  ,The Return of the King ,17.0,1.0,NEGATIVE,0.9120470881462097
212,GANDALF,"    So passes Denethor, son of Ecthelion.  ",The Return of the King ,43.0,6.0,POSITIVE,0.857513427734375
213,MOUTH OF SAURON, And who is this?  Isildur's heir?  It takes more to make a King than a broken Elvish blade.      ,The Return of the King ,98.0,18.0,NEGATIVE,0.9976056814193726
214,GIMLI,  I guess that concludes negotiations.      ,The Return of the King ,44.0,5.0,POSITIVE,0.9792409539222717
215,ARAGORN,     I do not believe it.  I will not.     ,The Return of the King ,43.0,8.0,NEGATIVE,0.9992770552635193
216,ARAGORN,This army.  ,The Return of the King ,12.0,2.0,POSITIVE,0.977299153804779
217,GOLLUM,In there.  ,The Return of the King ,11.0,2.0,POSITIVE,0.9985138773918152
218,FRODO, What is this place?  ,The Return of the King ,22.0,4.0,NEGATIVE,0.9895405173301697
219,GOLLUM,Master must go inside the tunnel.  ,The Return of the King ,35.0,6.0,POSITIVE,0.9707081913948059
220,FRODO,Now that I'm here I don't think I want to.  ,The Return of the King ,44.0,10.0,NEGATIVE,0.9970027804374695
221,GOLLUM,It's the only way. Go in' or go back.  ,The Return of the King ,39.0,9.0,NEGATIVE,0.9960187077522278
222,FRODO,I can't go back.  ,The Return of the King ,18.0,4.0,NEGATIVE,0.9906082153320312
223,FRODO,What's that smell. ,The Return of the King ,19.0,3.0,POSITIVE,0.8830499649047852
224,GOLLUM,Orcses' filth. Orcses come in here sometimes.  ,The Return of the King ,47.0,7.0,NEGATIVE,0.9940713047981262
225,GOLLUM,Hurry! This way. ,The Return of the King ,17.0,3.0,NEGATIVE,0.9984766840934753
226,FRODO,Smeagol?  ,The Return of the King ,10.0,1.0,NEGATIVE,0.985566258430481
227,GOLLUM,Over here.  ,The Return of the King ,12.0,2.0,POSITIVE,0.9830101132392883
228,FRODO,"Ah aah! Its sticky, what is it?  ",The Return of the King ,33.0,7.0,NEGATIVE,0.9995710253715515
229,GOLLUM," You'll see. Oh yes, you     will see. ",The Return of the King ,39.0,7.0,POSITIVE,0.9998544454574585
230,EOMER,"  Drive them to the river. ,     ",The Return of the King ,33.0,6.0,POSITIVE,0.9985234141349792
231,THEODEN,"  Make safe the city.,     ",The Return of the King ,27.0,4.0,POSITIVE,0.9995126724243164
232,THEODEN,"  Re-form the line!  Re-form the line!,     ",The Return of the King ,44.0,6.0,NEGATIVE,0.9977003931999207
233,THEODEN,"  Sound the charge.  Take them head-on. Chaaarge! ,     ",The Return of the King ,56.0,8.0,POSITIVE,0.999448835849762
234,ROHIRRIM,"  Cut him down! ,     ",The Return of the King ,22.0,4.0,NEGATIVE,0.9992269277572632
235,EOWYN,"  Take the reins, pull him left. ,  LEFT! ,     ",The Return of the King ,48.0,9.0,NEGATIVE,0.996487021446228
236,EOMER,"  Aim for the heads! ,     ",The Return of the King ,27.0,5.0,NEGATIVE,0.9921669960021973
237,THEODEN,"  Bring it down! Bring it down!  Bring it down!,     ",The Return of the King ,53.0,9.0,NEGATIVE,0.9943916201591492
238,EOWYN,"  Merry! ,     ",The Return of the King ,15.0,2.0,POSITIVE,0.9997904896736145
239,FRODO,Smeagol? (shouts) SMEAGOL! SMEAGOL!  ,The Return of the King ,37.0,4.0,NEGATIVE,0.8035886287689209
240,FRODO,Sam.  ,The Return of the King ,6.0,1.0,POSITIVE,0.9910150170326233
241,SAM,Ow!  ,The Return of the King ,5.0,1.0,NEGATIVE,0.9866064190864563
242,GALADRIEL VOICEOVER,"And you Frodo Baggins, I give you the light of E'rendil, our most beloved star. , May it be a light for you in dark places, when all other lights go out.  ",The Return of the King ,155.0,32.0,POSITIVE,0.9981243014335632
243,FRODO,Aiya E'rendil Elenion Ancalim'  ,The Return of the King ,32.0,4.0,POSITIVE,0.9044831395149231
244,GOLLUM,"Naughty little fly. Why does he cry? ,Caught in a web. Soon     you'll be eaten.  ",The Return of the King ,82.0,15.0,NEGATIVE,0.9554470181465149
245,GOLLUM,Got away did it precious? Not this time. Not this time.     ,The Return of the King ,60.0,11.0,NEGATIVE,0.990170419216156
246,FRODO,NO! ,The Return of the King ,4.0,1.0,NEGATIVE,0.9976682066917419
247,SMEAGOL,"It wasn't us. It wasn't us. ,Smeagol wouldn't hurt master. We promised. You must believe us. It was the precious. The precious made us do it.  ",The Return of the King ,143.0,26.0,POSITIVE,0.9990154504776001
248,FRODO,"I have to destroy it Smeagol. , I have to destroy it for both our sakes.  ",The Return of the King ,74.0,16.0,NEGATIVE,0.9990043044090271
249,GOLLUM,"NO! , Aaaaaaaaa. ",The Return of the King ,17.0,3.0,NEGATIVE,0.9992141723632812
250,FRODO,I'm so sorry Sam.     I'm so sorry.  ,The Return of the King ,37.0,7.0,NEGATIVE,0.999553382396698
251,GIMLI,What kind of army would linger in such a place?  ,The Return of the King ,49.0,10.0,NEGATIVE,0.9815980195999146
252,LEGOLAS,"One that is cursed. Long ago the men of the mountains swore an oath to     the last King of Gondor , to come to his aid, to fight. But when     the time came, when Gondor's need was dire, they fled vanishing into the     darkness of the mountain. And so Isildur cursed them, never to rest until     they had fulfilled their pledge. Who shall call them from the grey twilight,     the forgotten people? The heir of him to whom the oath they swore. From the     North shall he come, need shall drive him. He shall pass the door to the     Paths of the Dead.  ",The Return of the King ,557.0,103.0,NEGATIVE,0.9761896133422852
253,GIMLI,The very warmth of my blood seems stolen away.  ,The Return of the King ,48.0,9.0,NEGATIVE,0.9943960905075073
254,LEGOLAS,"The way is shut. It was made by those who are dead , and the dead keep it. The     way is shut.  ",The Return of the King ,97.0,22.0,NEGATIVE,0.9986754059791565
255,ARAGORN,Brego!  ,The Return of the King ,8.0,1.0,POSITIVE,0.9971816539764404
256,ARAGORN,I do not fear death! ,The Return of the King ,21.0,5.0,POSITIVE,0.9931422472000122
257,GALADRIEL,"This task was appointed to you, Frodo of the Shire. If you do not find a     way, no one will.  ",The Return of the King ,96.0,20.0,NEGATIVE,0.9984921216964722
258,EOMER,"The scouts report Minas Tirith is surrounded. The lower level's in flames. Everywhere, legions of the enemy advance.  ",The Return of the King ,118.0,18.0,POSITIVE,0.8329164981842041
259,THEODEN,Time is against us. Make ready! ,The Return of the King ,32.0,6.0,NEGATIVE,0.9657077789306641
260,EOWYN,"Take heart Merry. , It will soon be over ",The Return of the King ,41.0,9.0,NEGATIVE,0.9385806918144226
261,MERRY,"My lady. You are fair and brave and have much to live for    , and many who love you. I     know it is too late to turn aside. I know there is not much point now in     hoping. If I were a knight of Rohan capable of great deeds'but I'm not. I'm a Hobbit. And I know I can't save Middle Earth. I just want to help my friends; Frodo, Sam, Pippin. More than anything I wish I could see them again. ",The Return of the King ,395.0,82.0,POSITIVE,0.9976805448532104
262,EOMER,Prepare to move out!  ,The Return of the King ,22.0,4.0,POSITIVE,0.9996472597122192
263,THEODEN,Make haste. We ride through the night.  ,The Return of the King ,40.0,7.0,POSITIVE,0.9071027636528015
264,EOWYN,To battle ,The Return of the King ,10.0,2.0,NEGATIVE,0.8780729174613953
265,MERRY,To battle ,The Return of the King ,10.0,2.0,NEGATIVE,0.8780729174613953
266,GANDALF,Back to the gate! Hurry! ,The Return of the King ,25.0,5.0,NEGATIVE,0.9977026581764221
267,GIMLI,"Well this is a thing unheard of. An elf will go underground, where a     dwarf dare not. Oh. Oh, I'd never hear the end of it.  ",The Return of the King ,128.0,26.0,NEGATIVE,0.9851856827735901
268,THEODEN,We must ride light and swift. It is a long road ahead and man and beast     must reach the end with the strength to fight.  ,The Return of the King ,124.0,25.0,POSITIVE,0.9997326731681824
269,THEODEN,Little Hobbits do not belong in war Master Meriadoc.  ,The Return of the King ,54.0,9.0,NEGATIVE,0.9995753169059753
270,MERRY,All my friends have gone to battle. I would be ashamed to be left     behind.  ,The Return of the King ,79.0,15.0,NEGATIVE,0.9691377282142639
271,THEODEN,It is a three-day gallop to Minas Tirith and none of my riders can bear     you as a burdon.  ,The Return of the King ,94.0,19.0,NEGATIVE,0.9987599849700928
272,MERRY, I want to fight! ,The Return of the King ,18.0,4.0,POSITIVE,0.9950780868530273
273,THEODEN,I will say no more.  ,The Return of the King ,21.0,5.0,NEGATIVE,0.9969249367713928
274,EOWYN,Ride with me!  ,The Return of the King ,15.0,3.0,POSITIVE,0.9997429251670837
275,MERRY,My lady!  ,The Return of the King ,10.0,2.0,POSITIVE,0.999231219291687
276,EOMER,"Form up, move out! Form up, move out!  ",The Return of the King ,39.0,8.0,POSITIVE,0.988324761390686
277,THEODEN, Ride! Ride now to Gondor. ,The Return of the King ,27.0,5.0,POSITIVE,0.9991185069084167
278,GIMLI,What is it? What do you see?  ,The Return of the King ,30.0,7.0,NEGATIVE,0.9612275958061218
279,LEGOLAS,I see shapes of men and of horses. ,The Return of the King ,35.0,8.0,POSITIVE,0.9888861179351807
280,GIMLI,Where?  ,The Return of the King ,8.0,1.0,NEGATIVE,0.9930404424667358
281,LEGOLAS,"Pale banners like shreds of cloud. , Spears rise     like winter thickets through a shroud of mist. The dead are following. They     have been summoned.  ",The Return of the King ,154.0,25.0,NEGATIVE,0.9250897169113159
282,GIMLI," The dead?     Summoned? I knew that! Huh. Huh. , Very good. Very good. , Legolas!  ",The Return of the King ,84.0,15.0,POSITIVE,0.9998399019241333
283,ARAGORN,Do not look down.  ,The Return of the King ,19.0,4.0,POSITIVE,0.9918550252914429
284,KING OF THE DEAD,Who enters my domain? ,The Return of the King ,22.0,4.0,NEGATIVE,0.9961701035499573
285,ARAGORN,One who will have your allegiance.  ,The Return of the King ,36.0,6.0,POSITIVE,0.9974004030227661
286,KING OF THE DEAD,The dead do not suffer the living to pass.  ,The Return of the King ,44.0,9.0,POSITIVE,0.9954456090927124
287,ARAGORN,You will suffer me!  ,The Return of the King ,21.0,4.0,NEGATIVE,0.9984673857688904
288,KING OF THE DEAD,The way is shut! It was made by those who are dead. And the dead keep     it. (The Ghostly army closes around them) The way is shut! Now you must die!     ,The Return of the King ,155.0,31.0,NEGATIVE,0.9982244372367859
289,ARAGORN, I summon you to     fulfil your oath!  ,The Return of the King ,40.0,7.0,POSITIVE,0.9961949586868286
290,KING OF THE DEAD,None but the King of Gondor may command me!  ,The Return of the King ,45.0,9.0,POSITIVE,0.9935060739517212
291,SOLDIER,"Make way for the King!  Make way, the King is here ",The Return of the King ,51.0,11.0,POSITIVE,0.9964562058448792
292,SOLDIER,My lord!  ,The Return of the King ,10.0,2.0,POSITIVE,0.9985830783843994
293,SOLDIER, Hail to you sire!   ,The Return of the King ,21.0,4.0,POSITIVE,0.9996230602264404
294,GRIMBOLD, I bring 500 men from the Westfold my lord.   ,The Return of the King ,46.0,9.0,POSITIVE,0.9858558773994446
295,SOLDIER,"We have 300 more from Fenmarch, Theoden King.   ",The Return of the King ,48.0,8.0,POSITIVE,0.7782660126686096
296,KING OF THE DEAD,That blade was broken! ,The Return of the King ,23.0,4.0,NEGATIVE,0.9975702166557312
297,ARAGORN,"It has been remade. ,     Fight for us and regain your honour. What say you? ,What say you? ",The Return of the King ,92.0,18.0,NEGATIVE,0.9960567951202393
298,GIMLI,Ach! You waste your time Aragorn. They had no honour in life and they     have none now in death.  ,The Return of the King ,99.0,19.0,NEGATIVE,0.9995218515396118
299,ARAGORN,"I am Isildur's heir. Fight for me and I will hold your oaths fulfilled.    ,What say you?     ",The Return of the King ,94.0,17.0,POSITIVE,0.9861375689506531
300,ARAGORN,"You have my word! Fight and I will release you from this living death!    , What say you?  ",The Return of the King ,91.0,18.0,NEGATIVE,0.7920043468475342
301,GIMLI,Stand you traitors!  ,The Return of the King ,21.0,3.0,NEGATIVE,0.9879307746887207
302,ARAGORN,Out!  ,The Return of the King ,6.0,1.0,NEGATIVE,0.9434235692024231
303,ARAGORN,Legolas! Run!  ,The Return of the King ,15.0,2.0,NEGATIVE,0.9453111290931702
304,KING OF THE DEAD,We fight!  ,The Return of the King ,11.0,2.0,POSITIVE,0.9992875456809998
305,SOLDIER,"Open the gate, quick!  ",The Return of the King ,23.0,4.0,POSITIVE,0.9948955178260803
306,IROLAS,Quick! Hurry!  ,The Return of the King ,15.0,2.0,NEGATIVE,0.9940138459205627
307,DENETHOR,Faramir! Say not that he has fallen.  ,The Return of the King ,38.0,7.0,NEGATIVE,0.7222619652748108
308,IROLAS,They were outnumbered! None survived.  ,The Return of the King ,39.0,5.0,NEGATIVE,0.994765043258667
309,GOTHMOG,Fear. The city is rank with it! Ha ha ha ha. Let us ease their pain.     Release the prisoners!  ,The Return of the King ,97.0,19.0,POSITIVE,0.9724117517471313
310,THEODEN,Where are the riders from Snowbourn?   ,The Return of the King ,39.0,6.0,NEGATIVE,0.9980598092079163
311,SOLDIER,None have come my lord.   ,The Return of the King ,26.0,5.0,NEGATIVE,0.8961569666862488
312,THEODEN,"Six thousand spears, less than half of what I had hoped for. ",The Return of the King ,61.0,12.0,NEGATIVE,0.9991969466209412
313,ARAGORN,Six thousand will not be enough to break the lines of Mordor.   ,The Return of the King ,64.0,12.0,NEGATIVE,0.9995890259742737
314,THEODEN,  More will come     ,The Return of the King ,21.0,3.0,POSITIVE,0.9987899661064148
315,ARAGORN,"Every hour lost hastens Gondor's defeat.  ,  We have until dawn then we must ride.   ",The Return of the King ,85.0,15.0,NEGATIVE,0.9551597237586975
316,LEGOLAS,The horses are restless and the men are quiet. ,The Return of the King ,47.0,9.0,NEGATIVE,0.9853681921958923
317,EOMER,They grow nervous in the shadow of the mountain.   ,The Return of the King ,51.0,9.0,NEGATIVE,0.9685145616531372
318,GIMLI,That road there where does that lead?   ,The Return of the King ,40.0,7.0,NEGATIVE,0.9894838929176331
319,LEGOLAS," It is the road to the Dimholt, the door under the mountain.   ",The Return of the King ,63.0,12.0,NEGATIVE,0.9957276582717896
320,ORC,"Catapults! , ha ha ha.     ",The Return of the King ,27.0,5.0,POSITIVE,0.7262493968009949
321,DENETHOR,"My sons are spent! ,     My line has ended!  ",The Return of the King ,45.0,9.0,POSITIVE,0.6958325505256653
322,PIPPIN,He's alive!  ,The Return of the King ,13.0,2.0,POSITIVE,0.9998552799224854
323,DENETHOR, The     house of Stewards has failed.  ,The Return of the King ,40.0,6.0,NEGATIVE,0.9996960163116455
324,PIPPIN,He needs medicine my lord!  ,The Return of the King ,28.0,5.0,NEGATIVE,0.8785954713821411
325,DENETHOR,My line has ended!  ,The Return of the King ,20.0,4.0,POSITIVE,0.7070955634117126
326,PIPPIN,My lord! ,The Return of the King ,9.0,2.0,POSITIVE,0.9985830783843994
327,DENETHOR,Rohan has deserted us!  ,The Return of the King ,24.0,4.0,NEGATIVE,0.9957463145256042
328,DENETHOR,"Theoden's betrayed me! ABANDON YOUR POSTS! ,FLEE! FLEE FOR YOUR LIVES! ",The Return of the King ,71.0,11.0,NEGATIVE,0.9957489967346191
329,GANDALF,Prepare for battle. Hurry men! To the wall! Defend the wall! Over here!     Return to your posts. ,The Return of the King ,98.0,17.0,NEGATIVE,0.9875507950782776
330,GANDALF,Send these foul beasts into the Abyss.  ,The Return of the King ,40.0,7.0,NEGATIVE,0.9973247051239014
331,GOTHMOG,Stay where you are! ,The Return of the King ,20.0,4.0,POSITIVE,0.9978010058403015
332,SOLDIER,We need more rubble! ,The Return of the King ,21.0,4.0,NEGATIVE,0.9989204406738281
333,EOMER,None who venture there ever return.  That mountain is evil.   ,The Return of the King ,62.0,10.0,NEGATIVE,0.9993822574615479
334,GIMLI,"Aragorn!  ,      Let's find some food.   ",The Return of the King ,41.0,6.0,NEGATIVE,0.9739683270454407
335,EOWYN,There.  A true esquire of Rohan.   ,The Return of the King ,35.0,6.0,POSITIVE,0.9996381998062134
336,MERRY,"I'm ready!  , Sorry.  It isn't all that dangerous.  It's not     even sharp.   ",The Return of the King ,79.0,13.0,NEGATIVE,0.9994452595710754
337,EOWYN,"To the smithy, go!   ",The Return of the King ,21.0,4.0,POSITIVE,0.9990382194519043
